22.92160553,40.20199,none
22.50555487,40.30260537,none
23.75394704,40.55305167,none
27.78758716,48.70677571,none
97.80669711,444.2946095,ring
71.86341211,174.0278713,none
24.46732515,41.82224289,none
23.50531855,40.30260537,none
31.06042498,48.63743414,none
206.7273567,499.501001,ring
69.2260789,128.704118,none
24.50918195,40.75598116,none
23.71075705,40.45305922,none
33.13231051,48.35131849,none
180.2700752,468.3775721,ring
73.20109289,118.4615972,none
23.36557297,41.20800893,none
23.95516646,40.40297019,none
62.12688629,171.5628165,none
203.9814943,514.3693712,ring
26.66927071,46.56393454,none
23.85896058,40.95057997,none
25.83989164,43.99488607,none
42.53527947,70.31251667,none
237.7947645,451.7032765,ring
35.24060158,53.41207729,none
24.31049156,40.45305922,none
23.71075705,40.65279818,none
40.83993144,46.9041576,none
141.095535,305.2860953,ring
38.98012314,56.35246224,none
24.40696622,40.40297019,none
23.10194797,40.40297019,none
38.92878113,48.70318265,none
211.1706656,539.0337188,ring
65.17553222,104.4447222,none
23.67171308,40.75598116,none
22.72663635,40.75230055,none
30.95965116,51.26060866,none
213.5273987,390.0495481,ring
150.8408101,292.6439817,none
23.89037463,42.23624036,none
22.30470802,40.35281898,none
29.80352328,53.58544579,none
62.22820904,198.6262822,none
228.3460094,436.1808111,ring
24.49693858,44.80792341,none
23.82015953,40.60295556,none
27.49727259,42.305437,none
40.16279373,56.31784797,none
216.7416665,353.0803025,ring
32.27537761,54.22914346,none
21.78416856,40.95302187,none
23.146274,41.20800893,none
34.33802557,100.2808556,none
227.9673222,555.7004589,ring
28.04817285,51.98413219,none
22.173182,40.70626487,none
22.66825975,40.55675036,none
85.13225006,228.4183662,none
184.5230338,371.6551493,ring
25.70700294,44.04429588,none
21.25441131,40.90110023,none
21.76120401,40.5030863,none
59.99291625,136.6557719,none
183.2275907,543.7972048,ring
26.26689932,46.68029563,none
21.26381904,41.10474425,none
21.15301397,40.60295556,none
93.75873293,240.4516583,none
140.5964082,354.3831966,ring
24.43972177,44.12595608,none
21.30492901,40.40297019,none
20.96544777,40.40297019,none
34.11890971,46.51720112,none
210.2843313,457.4048535,ring
52.09510534,79.43739673,none
22.55548714,41.05301451,none
22.82104292,40.5030863,none
21.2708721,41.02194535,none
52.72902427,123.8020598,none
225.3024634,418.5081839,ring
26.33154002,48.44739415,none
23.99270723,41.5601973,none
21.00714164,41.05057856,none
30.15045605,49.53735964,none
240.4070506,567.7571224,ring
53.68891878,107.5627724,none
23.10411219,41.20800893,none
29.37771264,41.60288452,ring
71.90201666,41.52469145,none
144.1157521,235.8513303,ring
96.57302936,151.9896378,none
24.37826901,41.71810159,none
23.9415956,40.70257977,none
23.35915238,40.70626487,none
62.70526294,182.660888,none
169.6469864,472.5890392,ring
25.13165335,45.04608751,none
23.0618733,40.25232913,none
23.81386151,40.10112218,none
36.39093294,55.95846674,none
173.5440866,535.3581978,ring
38.93199199,72.23468696,none
25.75946428,41.05301451,none
23.12790522,40.60295556,none
26.09885055,41.06032148,none
79.14259283,167.4352114,none
167.2773147,306.8114242,ring
25.71283726,44.93995995,none
23.6050842,40.75230055,none
22.95539152,40.6564878,none
34.37149982,64.33428324,none
79.56318244,302.1358966,ring
32.35892458,75.91574277,none
25.90945773,40.70257977,none
24.3043206,40.15158776,none
29.72120455,41.91837306,none
95.442391,227.6335872,none
230.8569904,462.7253505,ring
25.76916762,45.77280852,none
24.3043206,41,none
26.32774202,41.25590867,none
44.01079413,85.15926256,none
187.0275381,467.3345697,ring
26.38939181,47.60462162,none
22.79363946,40.70380818,none
21.90433747,40.75230055,none
38.88380125,50.03149008,none
161.7278578,455.9904056,ring
33.20466835,71.0306272,none
22.5166605,41.90465368,none
22.69911893,41.94520235,none
30.51147325,47.01170067,none
214.5753947,373.1225,ring
50.57716876,85.54121813,none
24.59776413,40.80441153,none
26.05762844,41.34610018,none
30.10647771,43.55456348,none
125.3146041,357.9193345,ring
70.23531875,153.133112,none
23.17865397,41.6281155,none
21.86892773,41.00365837,none
35.07563257,43.01918177,none
156.1992318,331.3906305,none
153.7382516,365.1573633,ring
21.47556751,43.00523224,none
20.90932806,40.65279818,none
22.173182,41.7127079,none
32.84889648,47.3972573,none
185.9583287,473.2538959,ring
33.54474624,62.39350928,none
21.55574169,40.75230055,none
23.25403191,40.35281898,none
33.82676455,48.64360184,none
106.8723538,375.0175329,ring
38.63871116,118.0425771,none
24.36082921,42.81121348,none
24.25386567,40.85156056,none
29.35557869,45.6908087,none
48.91676604,113.4286119,none
166.5214701,397.2166286,ring
25.77983708,46.11561558,none
23.40726383,40.40297019,none
28.48069522,43.7132703,none
56.80052817,87.28774255,none
185.3530415,289.5522405,ring
26.39033914,47.58676287,none
24.71032173,41.45660382,none
25.91331704,42.12422106,none
36.96349551,49.05507109,none
172.7349125,560.0594611,ring
29.1779026,58.38278856,none
24.25386567,40.90110023,none
24.60487757,40.15158776,none
24.73661254,45.54613046,none
35.59494346,51.45337695,none
235.0877496,486.0866692,ring
136.6530278,215.0069766,none
25.00599928,43.84518218,none
25.91717577,41.10109488,none
25.4892134,41.40652123,none
37.29879355,50.84682881,none
306.92214,503.7363894,ring
44.12312319,70.95491526,none
23.8652467,40.75598116,none
25.22994253,40.6066497,none
35.20298283,45.14421336,none
145.5647622,429.1453716,ring
37.297453,88.40220585,none
24.75378759,41,none
24.46732515,40.70257977,none
25.88435821,42.01666336,none
85.32203701,312.9972045,none
122.9548698,346.0121385,ring
25.17041915,44.11689019,none
24.80927246,40.80441153,none
24.15884931,40.25232913,none
93.10853881,173.6558378,none
148.3108223,344.2770687,ring
25.29525647,48.16222586,none
24.70425065,41.15276418,none
24.50510151,40.30260537,none
38.07952206,59.08299248,none
112.382383,343.9179408,ring
36.24224055,77.75409957,none
25.31007704,41,none
24.21363252,40.5030863,none
26.89330772,44.27527527,none
86.5615388,207.3021949,none
194.9229335,319.1889722,ring
26.13139874,45.65796754,none
